file,SSIM,ΔE00,LPIPS,Ref_paths,Pip_paths,Ref_cmds,Pip_cmds,Ref_gzip,Pip_gzip,Size_Reduction
263,0.08746247245921639,32.3869725405576,0.6910338401794434,450,0,2479908,0,487121,2781,99.42909461920138
264,0.18645084372721357,32.44094162977644,0.6661929488182068,250,0,1758500,0,334679,1909,99.42960269392462
265,0.15903509031287533,30.977443051587077,0.6575822234153748,361,0,1990993,0,385455,2390,99.37995356137552
266,0.2065637532001156,31.16487443780001,0.7077808380126953,706,0,4117554,0,838584,2896,99.65465594382911
267,0.3256710076982262,29.425252883827326,0.5647332668304443,231,0,1274652,0,244459,1215,99.50298414048981
268,0.2711289621972489,30.489483824810193,0.6448498964309692,182,0,1242319,0,225884,1623,99.28148961413822
269,0.2517602940329762,30.191353337115718,0.6941062211990356,188,0,2261411,0,235422,1211,99.48560457391407
270,0.3215170635198826,30.46234931992208,0.5824975967407227,192,0,1172353,0,197254,1364,99.30850578442009
271,0.2810190982753191,28.974300804626118,0.6381527185440063,406,0,2268233,0,420839,1387,99.6704202794893
272,0.19225763130655868,34.9601480898566,0.6467808485031128,313,0,1887140,0,335844,1973,99.41252486273389
273,0.17266347344242178,36.87556730899239,0.6287724375724792,235,0,1271394,0,222971,1871,99.16087742352144
